"sep=,"
ID,STATUS,TASK,REACTION,ENANTIOMER,R1,R2,RCAT,RCH,STATIONARY_POINT,DIRECTORY,FLAGS,INXYZ,OUTXYZ,RUNTIME,PROGRESS,HASH
48,Running,GO,achiral_catalyst,,H,tBu,SnCl4,,P2,achiral_catalyst_H_tBu_SnCl4\48.achiral_catalyst.H_tBu_SnCl4.P2,GO R1=H R2=tBu Rcat=SnCl4,D:\Users\Yuman\Desktop\MasterProject\results\achiral_catalyst_H_tBu_SnCl4\48.achiral_catalyst.H_tBu_SnCl4.P2\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\achiral_catalyst_H_tBu_SnCl4\48.achiral_catalyst.H_tBu_SnCl4.P2\output.xyz,30:31:39,GEO 47,1e498fd892eee347f6593746780955ff2979000312d7e66e8387ae3851a59741
50,Success,GO,achiral_catalyst,,H,tBu,ZnCl2,,Rsub_cat_complex,achiral_catalyst_H_tBu_ZnCl2\50.achiral_catalyst.H_tBu_ZnCl2.Rsub_cat_complex,GO R1=H R2=tBu Rcat=ZnCl2,D:\Users\Yuman\Desktop\MasterProject\results\achiral_catalyst_H_tBu_ZnCl2\50.achiral_catalyst.H_tBu_ZnCl2.Rsub_cat_complex\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\achiral_catalyst_H_tBu_ZnCl2\50.achiral_catalyst.H_tBu_ZnCl2.Rsub_cat_complex\output.xyz,37:46:34,FREQ 23,b17c543660add87d8f3d294337ad9e2aee63abe5993b78ca0924b3554f92084a
51,Success,TSRC,achiral_catalyst,,H,tBu,ZnCl2,,TS,achiral_catalyst_H_tBu_ZnCl2\51.achiral_catalyst.H_tBu_ZnCl2.TS,R1=H R2=tBu Rcat=ZnCl2 TSRC radical,D:\Users\Yuman\Desktop\MasterProject\results\achiral_catalyst_H_tBu_ZnCl2\51.achiral_catalyst.H_tBu_ZnCl2.TS\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\achiral_catalyst_H_tBu_ZnCl2\51.achiral_catalyst.H_tBu_ZnCl2.TS\output.xyz,142:17:41,FREQ 27,41fbb5e1d0984cd4a0e5a73294d83b210ab1fbe782fed61703d24913481b64fd
52,Success,GO,achiral_catalyst,,H,tBu,ZnCl2,,P1,achiral_catalyst_H_tBu_ZnCl2\52.achiral_catalyst.H_tBu_ZnCl2.P1,GO R1=H R2=tBu Rcat=ZnCl2 radical,D:\Users\Yuman\Desktop\MasterProject\results\achiral_catalyst_H_tBu_ZnCl2\52.achiral_catalyst.H_tBu_ZnCl2.P1\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\achiral_catalyst_H_tBu_ZnCl2\52.achiral_catalyst.H_tBu_ZnCl2.P1\output.xyz,93:43:01,FREQ 27,2c880bc175658e74028337ded21ce8dd98d940cc9fa13f980ee21b4cc81f90d4
53,Success,GO,achiral_catalyst,,H,tBu,ZnCl2,,P2,achiral_catalyst_H_tBu_ZnCl2\53.achiral_catalyst.H_tBu_ZnCl2.P2,GO R1=H R2=tBu Rcat=ZnCl2,D:\Users\Yuman\Desktop\MasterProject\results\achiral_catalyst_H_tBu_ZnCl2\53.achiral_catalyst.H_tBu_ZnCl2.P2\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\achiral_catalyst_H_tBu_ZnCl2\53.achiral_catalyst.H_tBu_ZnCl2.P2\output.xyz,31:17:45,FREQ 28,0baf4d44a9a0aa7925a958b9d0cc7db80ed4df9ee870a82b2a57f26e2f57ebd1
15,Success,GO,no_catalyst,,,,,,Rrad,no_catalyst_H_H\15.no_catalyst.H_H.Rrad,GO radical,D:\Users\Yuman\Desktop\MasterProject\results\no_catalyst_H_H\15.no_catalyst.H_H.Rrad\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\no_catalyst_H_H\15.no_catalyst.H_H.Rrad\output.xyz,00:09:39,FREQ 4,9ae29ace09313b9e3b888fcea4860d290331be7f7623f53b5e22aaa226e26552
40,Success,TSRC,no_catalyst,,H,H,,,TS,no_catalyst_H_H\40.no_catalyst.H_H.TS,R1=H R2=H TSRC radical,D:\Users\Yuman\Desktop\MasterProject\results\no_catalyst_H_H\40.no_catalyst.H_H.TS\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\no_catalyst_H_H\40.no_catalyst.H_H.TS\output.xyz,04:55:37,FREQ 12,56db0d8c243a91184739782ef779058f9a81193e8cac1b73bdb696baa972d10f
41,Success,GO,no_catalyst,,H,H,,,P1,no_catalyst_H_H\41.no_catalyst.H_H.P1,GO R1=H R2=H radical,D:\Users\Yuman\Desktop\MasterProject\results\no_catalyst_H_H\41.no_catalyst.H_H.P1\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\no_catalyst_H_H\41.no_catalyst.H_H.P1\output.xyz,03:13:22,FREQ 12,adfd5357481329c17e588f4b6ece24d1d9be2b07dda35b930eed72d2e68db585
42,Success,GO,no_catalyst,,H,H,,,P2,no_catalyst_H_H\42.no_catalyst.H_H.P2,GO R1=H R2=H,D:\Users\Yuman\Desktop\MasterProject\results\no_catalyst_H_H\42.no_catalyst.H_H.P2\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\no_catalyst_H_H\42.no_catalyst.H_H.P2\output.xyz,01:43:43,FREQ 13,c1b5f882e0dbd6cd25cf295a300b63810a3875972b49a6ad6d277e6fd2a2fc90
9,Success,GO,no_catalyst,,H,H,,,Rsub,no_catalyst_H_H\9.no_catalyst.H_H.Rsub,GO R1=H R2=H,D:\Users\Yuman\Desktop\MasterProject\results\no_catalyst_H_H\9.no_catalyst.H_H.Rsub\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\no_catalyst_H_H\9.no_catalyst.H_H.Rsub\output.xyz,00:42:15,FREQ 8,a8e252e27957c7dcb55fc483bacb1882d5d8c095ec02e04cb7653b11f173695b
10,Success,GO,urea_tBu_Ph,,H,Ph,,,Rsub,urea_tBu_Ph_H_Ph_O\10.urea_tBu_Ph.H_Ph_O.Rsub,GO R1=H R2=Ph,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_Ph_O\10.urea_tBu_Ph.H_Ph_O.Rsub\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_Ph_O\10.urea_tBu_Ph.H_Ph_O.Rsub\output.xyz,03:02:08,FREQ 18,7bf7350e36b4412c51b2cabfe3d351605ff77b4d082f435a8d56cf39b49d3dee
32,Success,GO,urea_tBu_Ph,,,,,O,cat,urea_tBu_Ph_H_Ph_O\32.urea_tBu_Ph.H_Ph_O.cat,GO Rch=O,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_Ph_O\32.urea_tBu_Ph.H_Ph_O.cat\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_Ph_O\32.urea_tBu_Ph.H_Ph_O.cat\output.xyz,20:09:37,FREQ 42,d40420cd3d5568ca116be56dfd75b6dec50d7f06a6499aa2245a46f85315fee5
49,Running,GO,urea_tBu_Ph,,H,Ph,,O,Rsub_cat_complex,urea_tBu_Ph_H_Ph_O\49.urea_tBu_Ph.H_Ph_O.Rsub_cat_complex,GO R1=H R2=Ph Rch=O,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_Ph_O\49.urea_tBu_Ph.H_Ph_O.Rsub_cat_complex\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_Ph_O\49.urea_tBu_Ph.H_Ph_O.Rsub_cat_complex\output.xyz,21:24:32,GEO 43,9e733899c1580e7903373470fac6c66a68f291d7007d2e0fbb7cff09d9377679
58,Running,TSRC,urea_tBu_Ph,,H,Ph,,O,TSR,urea_tBu_Ph_H_Ph_O\58.urea_tBu_Ph.H_Ph_O.TSR,R1=H R2=Ph Rch=O TSRC enant=R radical,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_Ph_O\58.urea_tBu_Ph.H_Ph_O.TSR\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_Ph_O\58.urea_tBu_Ph.H_Ph_O.TSR\output.xyz,04:17:07,GEO 4,7435db63f14a5452838a663d6f19fad4cb0b7ce9a82209570c3a7e1aa96218fa
59,Queued,TSRC,urea_tBu_Ph,,H,Ph,,O,TSS,urea_tBu_Ph_H_Ph_O\59.urea_tBu_Ph.H_Ph_O.TSS,R1=H R2=Ph Rch=O TSRC enant=S radical,,,00:00:00,,0e688c17134ee68a4bb36344259e1555bbe1a654b2449364739b108eea186593
60,Queued,GO,urea_tBu_Ph,,H,Ph,,O,P1S,urea_tBu_Ph_H_Ph_O\60.urea_tBu_Ph.H_Ph_O.P1S,GO R1=H R2=Ph Rch=O enant=S radical,,,00:00:00,,44d7301a295d51ea7e9684f7d64151a3d7aa8fd56617c9fda32b7d5171f5fadd
60,Queued,GO,urea_tBu_Ph,,H,Ph,,,Rsub,urea_tBu_Ph_H_Ph_O\60.urea_tBu_Ph.H_Ph_O.Rsub,GO R1=H R2=Ph,,,00:00:00,,7bf7350e36b4412c51b2cabfe3d351605ff77b4d082f435a8d56cf39b49d3dee
61,Queued,GO,urea_tBu_Ph,,H,Ph,,O,P1R,urea_tBu_Ph_H_Ph_O\61.urea_tBu_Ph.H_Ph_O.P1R,GO R1=H R2=Ph Rch=O enant=R radical,,,00:00:00,,ab9f500dedf4a2f6db9bfc0e77d8b3b717a0c12944c09207a6ec9c97bb4772a0
62,Queued,GO,urea_tBu_Ph,,H,Ph,,O,P2R,urea_tBu_Ph_H_Ph_O\62.urea_tBu_Ph.H_Ph_O.P2R,GO R1=H R2=Ph Rch=O enant=R,,,00:00:00,,bc946db740a685a71c8627782f6dd1fed2adb1d59ad8d397d9a8d847b6a48ed5
62,Queued,GO,urea_tBu_Ph,,H,Ph,,O,Rsub_cat_complex,urea_tBu_Ph_H_Ph_O\62.urea_tBu_Ph.H_Ph_O.Rsub_cat_complex,GO R1=H R2=Ph Rch=O,,,00:00:00,,9e733899c1580e7903373470fac6c66a68f291d7007d2e0fbb7cff09d9377679
63,Queued,GO,urea_tBu_Ph,,H,Ph,,O,P2S,urea_tBu_Ph_H_Ph_O\63.urea_tBu_Ph.H_Ph_O.P2S,GO R1=H R2=Ph Rch=O enant=S,,,00:00:00,,39901b5053d45c5f54a106996cb0bf3f9308a240cad71d997016c3ac3b1357ab
63,Queued,TSRC,urea_tBu_Ph,,H,Ph,,O,TSR,urea_tBu_Ph_H_Ph_O\63.urea_tBu_Ph.H_Ph_O.TSR,R1=H R2=Ph Rch=O TSRC enant=R radical,,,00:00:00,,7435db63f14a5452838a663d6f19fad4cb0b7ce9a82209570c3a7e1aa96218fa
64,Queued,TSRC,urea_tBu_Ph,,H,Ph,,O,TSS,urea_tBu_Ph_H_Ph_O\64.urea_tBu_Ph.H_Ph_O.TSS,R1=H R2=Ph Rch=O TSRC enant=S radical,,,00:00:00,,0e688c17134ee68a4bb36344259e1555bbe1a654b2449364739b108eea186593
65,Queued,GO,urea_tBu_Ph,,H,Ph,,O,P1S,urea_tBu_Ph_H_Ph_O\65.urea_tBu_Ph.H_Ph_O.P1S,GO R1=H R2=Ph Rch=O enant=S radical,,,00:00:00,,44d7301a295d51ea7e9684f7d64151a3d7aa8fd56617c9fda32b7d5171f5fadd
66,Queued,GO,urea_tBu_Ph,,H,Ph,,O,P1R,urea_tBu_Ph_H_Ph_O\66.urea_tBu_Ph.H_Ph_O.P1R,GO R1=H R2=Ph Rch=O enant=R radical,,,00:00:00,,ab9f500dedf4a2f6db9bfc0e77d8b3b717a0c12944c09207a6ec9c97bb4772a0
67,Queued,GO,urea_tBu_Ph,,H,Ph,,O,P2R,urea_tBu_Ph_H_Ph_O\67.urea_tBu_Ph.H_Ph_O.P2R,GO R1=H R2=Ph Rch=O enant=R,,,00:00:00,,bc946db740a685a71c8627782f6dd1fed2adb1d59ad8d397d9a8d847b6a48ed5
68,Queued,GO,urea_tBu_Ph,,H,Ph,,O,P2S,urea_tBu_Ph_H_Ph_O\68.urea_tBu_Ph.H_Ph_O.P2S,GO R1=H R2=Ph Rch=O enant=S,,,00:00:00,,39901b5053d45c5f54a106996cb0bf3f9308a240cad71d997016c3ac3b1357ab
82,Queued,GO,urea_tBu_Ph,,H,Ph,,,P,urea_tBu_Ph_H_Ph_O.004\82.urea_tBu_Ph.H_Ph_O.P,GO R1=H R2=Ph,,,00:00:00,,7222470d36f39a9f8c928b0c5012399f399f36c35b1809ecdc9cbe4093d65e47
73,Running,GO,urea_tBu_Ph,,,,,S,cat,urea_tBu_Ph_H_Ph_S.002\73.urea_tBu_Ph.H_Ph_S.cat,GO Rch=S,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_Ph_S.002\73.urea_tBu_Ph.H_Ph_S.cat\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_Ph_S.002\73.urea_tBu_Ph.H_Ph_S.cat\output.xyz,00:07:48,GEO 1,c5c561045c38337d65925e0627446fc4f5d269cd93c9a1d6b3c65433737e6e74
74,Running,GO,urea_tBu_Ph,,H,Ph,,S,Rsub_cat_complex,urea_tBu_Ph_H_Ph_S.002\74.urea_tBu_Ph.H_Ph_S.Rsub_cat_complex,GO R1=H R2=Ph Rch=S,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_Ph_S.002\74.urea_tBu_Ph.H_Ph_S.Rsub_cat_complex\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_Ph_S.002\74.urea_tBu_Ph.H_Ph_S.Rsub_cat_complex\output.xyz,00:07:23,GEO 1,2ab8ba4a493be7d2d841e4c49a28213c4fcb6d30328547a23c7218fd420499a2
75,Queued,TSRC,urea_tBu_Ph,,H,Ph,,S,TSR,urea_tBu_Ph_H_Ph_S.002\75.urea_tBu_Ph.H_Ph_S.TSR,R1=H R2=Ph Rch=S TSRC enant=R radical,,,00:00:00,,0ddcdfe2db9c828037222fc8201801a6ee4c2b8943cdd553d06b198760cb0d71
76,Queued,TSRC,urea_tBu_Ph,,H,Ph,,S,TSS,urea_tBu_Ph_H_Ph_S.002\76.urea_tBu_Ph.H_Ph_S.TSS,R1=H R2=Ph Rch=S TSRC enant=S radical,,,00:00:00,,7726384902197f615cfb4173d952e4529c778f284e6885b4e1a1b4284584d7d6
77,Queued,GO,urea_tBu_Ph,,H,Ph,,S,P1S,urea_tBu_Ph_H_Ph_S.002\77.urea_tBu_Ph.H_Ph_S.P1S,GO R1=H R2=Ph Rch=S enant=S radical,,,00:00:00,,54aee0dd5bc5e0b3753b5870e19add676a9659c5c20d5e8b57d931d4ed5d62e7
78,Queued,GO,urea_tBu_Ph,,H,Ph,,S,P1R,urea_tBu_Ph_H_Ph_S.002\78.urea_tBu_Ph.H_Ph_S.P1R,GO R1=H R2=Ph Rch=S enant=R radical,,,00:00:00,,0a2a0fb106ce46df6dd665cc1f69f7861a281050bf210e8b12f727ac3739698f
79,Queued,GO,urea_tBu_Ph,,H,Ph,,S,P2R,urea_tBu_Ph_H_Ph_S.002\79.urea_tBu_Ph.H_Ph_S.P2R,GO R1=H R2=Ph Rch=S enant=R,,,00:00:00,,40610e41dcbdcc85a5c22b9a613851c1191e1371ccbabd7249633033f7d5ccc9
80,Queued,GO,urea_tBu_Ph,,H,Ph,,S,P2S,urea_tBu_Ph_H_Ph_S.002\80.urea_tBu_Ph.H_Ph_S.P2S,GO R1=H R2=Ph Rch=S enant=S,,,00:00:00,,ce207381587a86c321481adb699e5888c91ad765c37cd286b1da2bca44a33f3e
81,Queued,GO,urea_tBu_Ph,,H,Ph,,,P,urea_tBu_Ph_H_Ph_S.002\81.urea_tBu_Ph.H_Ph_S.P,GO R1=H R2=Ph,,,00:00:00,,7222470d36f39a9f8c928b0c5012399f399f36c35b1809ecdc9cbe4093d65e47
10,Queued,GO,urea_tBu_Ph,,H,tBu,,,Rsub,urea_tBu_Ph_H_tBu_O\10.urea_tBu_Ph.H_tBu_O.Rsub,GO R1=H R2=tBu,,,00:00:00,,e33391574fe9bc1b655e9f117a2609157dd14d0d6de6d8e8345b6e568c3f0b7d
32,Queued,GO,urea_tBu_Ph,,,,,O,cat,urea_tBu_Ph_H_tBu_O\32.urea_tBu_Ph.H_tBu_O.cat,GO Rch=O,,,00:00:00,,d40420cd3d5568ca116be56dfd75b6dec50d7f06a6499aa2245a46f85315fee5
49,Queued,GO,urea_tBu_Ph,,H,tBu,,O,Rsub_cat_complex,urea_tBu_Ph_H_tBu_O\49.urea_tBu_Ph.H_tBu_O.Rsub_cat_complex,GO R1=H R2=tBu Rch=O,,,00:00:00,,cfafc7415aaf078cae7d1955c8f6c3d5d5059511a729caa98092c3ab016426ff
54,Queued,TSRC,urea_tBu_Ph,,H,tBu,,O,TSR,urea_tBu_Ph_H_tBu_O\54.urea_tBu_Ph.H_tBu_O.TSR,R1=H R2=tBu Rch=O TSRC enant=R radical,,,00:00:00,,8cda5807e17a6c8896167d461cd97334bce377c7acac3222884ddba0f806d47f
55,Queued,TSRC,urea_tBu_Ph,,H,tBu,,O,TSS,urea_tBu_Ph_H_tBu_O\55.urea_tBu_Ph.H_tBu_O.TSS,R1=H R2=tBu Rch=O TSRC enant=S radical,,,00:00:00,,2bd97b21785400efcfa10cc083f7d20c8c4bff8a4d642a6b9cfe0c5e10ee5a98
56,Queued,GO,urea_tBu_Ph,,H,tBu,,O,P1S,urea_tBu_Ph_H_tBu_O\56.urea_tBu_Ph.H_tBu_O.P1S,GO R1=H R2=tBu Rch=O enant=S radical,,,00:00:00,,e1b70becf6b4d97149f7d181e421434271214791fd10a8fb7f348261908952eb
57,Queued,GO,urea_tBu_Ph,,H,tBu,,O,P1R,urea_tBu_Ph_H_tBu_O\57.urea_tBu_Ph.H_tBu_O.P1R,GO R1=H R2=tBu Rch=O enant=R radical,,,00:00:00,,4845270196dd65c1ba7a57132a220235fab6b7f241056fb1f31498ab4ea3de64
58,Queued,GO,urea_tBu_Ph,,H,tBu,,O,P2R,urea_tBu_Ph_H_tBu_O\58.urea_tBu_Ph.H_tBu_O.P2R,GO R1=H R2=tBu Rch=O enant=R,,,00:00:00,,84266d00fcff67812196735eba15d1e0f038960bdbdf046ab446c2230129c209
59,Queued,GO,urea_tBu_Ph,,H,tBu,,O,P2S,urea_tBu_Ph_H_tBu_O\59.urea_tBu_Ph.H_tBu_O.P2S,GO R1=H R2=tBu Rch=O enant=S,,,00:00:00,,ddc319c61f51ef0f9a0bc330b68aed0876a2a050411af791c31fd771aedc5021
64,Success,GO,urea_tBu_Ph,,H,tBu,,,Rsub,urea_tBu_Ph_H_tBu_O\64.urea_tBu_Ph.H_tBu_O.Rsub,GO R1=H R2=tBu,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_tBu_O\64.urea_tBu_Ph.H_tBu_O.Rsub\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_tBu_O\64.urea_tBu_Ph.H_tBu_O.Rsub\output.xyz,02:30:45,FREQ 20,e33391574fe9bc1b655e9f117a2609157dd14d0d6de6d8e8345b6e568c3f0b7d
66,Running,GO,urea_tBu_Ph,,H,tBu,,O,Rsub_cat_complex,urea_tBu_Ph_H_tBu_O\66.urea_tBu_Ph.H_tBu_O.Rsub_cat_complex,GO R1=H R2=tBu Rch=O,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_tBu_O\66.urea_tBu_Ph.H_tBu_O.Rsub_cat_complex\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_tBu_O\66.urea_tBu_Ph.H_tBu_O.Rsub_cat_complex\output.xyz,23:48:45,FREQ 23,cfafc7415aaf078cae7d1955c8f6c3d5d5059511a729caa98092c3ab016426ff
67,Running,TSRC,urea_tBu_Ph,,H,tBu,,O,TSR,urea_tBu_Ph_H_tBu_O\67.urea_tBu_Ph.H_tBu_O.TSR,R1=H R2=tBu Rch=O TSRC enant=R radical,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_tBu_O\67.urea_tBu_Ph.H_tBu_O.TSR\input.xyz,D:\Users\Yuman\Desktop\MasterProject\results\urea_tBu_Ph_H_tBu_O\67.urea_tBu_Ph.H_tBu_O.TSR\output.xyz,21:30:40,GEO 30,8cda5807e17a6c8896167d461cd97334bce377c7acac3222884ddba0f806d47f
68,Queued,TSRC,urea_tBu_Ph,,H,tBu,,O,TSS,urea_tBu_Ph_H_tBu_O\68.urea_tBu_Ph.H_tBu_O.TSS,R1=H R2=tBu Rch=O TSRC enant=S radical,,,00:00:00,,2bd97b21785400efcfa10cc083f7d20c8c4bff8a4d642a6b9cfe0c5e10ee5a98
69,Queued,GO,urea_tBu_Ph,,H,tBu,,O,P1S,urea_tBu_Ph_H_tBu_O\69.urea_tBu_Ph.H_tBu_O.P1S,GO R1=H R2=tBu Rch=O enant=S radical,,,00:00:00,,e1b70becf6b4d97149f7d181e421434271214791fd10a8fb7f348261908952eb
70,Queued,GO,urea_tBu_Ph,,H,tBu,,O,P1R,urea_tBu_Ph_H_tBu_O\70.urea_tBu_Ph.H_tBu_O.P1R,GO R1=H R2=tBu Rch=O enant=R radical,,,00:00:00,,4845270196dd65c1ba7a57132a220235fab6b7f241056fb1f31498ab4ea3de64
71,Queued,GO,urea_tBu_Ph,,H,tBu,,O,P2R,urea_tBu_Ph_H_tBu_O\71.urea_tBu_Ph.H_tBu_O.P2R,GO R1=H R2=tBu Rch=O enant=R,,,00:00:00,,84266d00fcff67812196735eba15d1e0f038960bdbdf046ab446c2230129c209
72,Queued,GO,urea_tBu_Ph,,H,tBu,,O,P2S,urea_tBu_Ph_H_tBu_O\72.urea_tBu_Ph.H_tBu_O.P2S,GO R1=H R2=tBu Rch=O enant=S,,,00:00:00,,ddc319c61f51ef0f9a0bc330b68aed0876a2a050411af791c31fd771aedc5021
